quarter,value,metric,source,quadratic_trend,covid_pulse,post_covid_regime,post_covid_trend_break
2012-01-01,0.7,of which: public and common services (pct_gdp),PESA,0.8172316534878664,0,0,0
2012-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.7334710685043455,0,0,0
2012-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.654238082709123,0,0,0
2012-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.5795326961021989,0,0,0
2013-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.5093549086835732,0,0,0
2013-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.443704720453246,0,0,0
2013-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.3825821314112172,0,0,0
2013-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.3259871415574868,0,0,0
2014-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.2739197508920549,0,0,0
2014-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.2263799594149214,0,0,0
2014-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.1833677671260863,0,0,0
2014-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.1448831740255497,0,0,0
2015-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.1109261801133115,0,0,0
2015-04-01,0.7,of which: public and common services (pct_gdp),PESA,0.0814967853893717,0,0,0
2015-07-01,0.7,of which: public and common services (pct_gdp),PESA,0.0565949898537303,0,0,0
2015-10-01,0.7,of which: public and common services (pct_gdp),PESA,0.0362207935063874,0,0,0
2016-01-01,0.7,of which: public and common services (pct_gdp),PESA,0.0203741963473429,0,0,0
2016-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.0090551983765968,0,0,0
2016-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.0022637995941492,0,0,0
2016-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.0,0,0,0
2017-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.0022637995941492,0,0,0
2017-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.0090551983765968,0,0,0
2017-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.0203741963473429,0,0,0
2017-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.0362207935063874,0,0,0
2018-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.0565949898537303,0,0,0
2018-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.0814967853893717,0,0,0
2018-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.1109261801133115,0,0,0
2018-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.1448831740255497,0,0,0
2019-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.1833677671260863,0,0,0
2019-04-01,0.6,of which: public and common services (pct_gdp),PESA,0.2263799594149214,0,0,0
2019-07-01,0.6,of which: public and common services (pct_gdp),PESA,0.2739197508920549,0,0,0
2019-10-01,0.6,of which: public and common services (pct_gdp),PESA,0.3259871415574868,0,0,0
2020-01-01,0.6,of which: public and common services (pct_gdp),PESA,0.3825821314112172,1,0,0
2020-04-01,0.9,of which: public and common services (pct_gdp),PESA,0.443704720453246,1,1,0
2020-07-01,0.9,of which: public and common services (pct_gdp),PESA,0.5093549086835732,1,1,1
2020-10-01,0.9,of which: public and common services (pct_gdp),PESA,0.5795326961021989,1,1,2
2021-01-01,0.9,of which: public and common services (pct_gdp),PESA,0.654238082709123,1,1,3
2021-04-01,1.2,of which: public and common services (pct_gdp),PESA,0.7334710685043455,0,1,4
2021-07-01,1.2,of which: public and common services (pct_gdp),PESA,0.8172316534878664,0,1,5
2021-10-01,1.2,of which: public and common services (pct_gdp),PESA,0.9055198376596858,0,1,6
2022-01-01,1.2,of which: public and common services (pct_gdp),PESA,0.9983356210198036,0,1,7
2022-04-01,1.1,of which: public and common services (pct_gdp),PESA,1.0956790035682198,0,1,8
2022-07-01,1.1,of which: public and common services (pct_gdp),PESA,1.1975499853049345,0,1,9
2022-10-01,1.1,of which: public and common services (pct_gdp),PESA,1.3039485662299477,0,1,10
2023-01-01,1.1,of which: public and common services (pct_gdp),PESA,1.414874746343259,0,1,11
2023-04-01,0.9,of which: public and common services (pct_gdp),PESA,1.5303285256448689,0,1,12
2023-07-01,0.9,of which: public and common services (pct_gdp),PESA,1.6503099041347773,0,1,13
2023-10-01,0.9,of which: public and common services (pct_gdp),PESA,1.7748188818129842,0,1,14
2024-01-01,0.9,of which: public and common services (pct_gdp),PESA,1.9038554586794891,0,1,15
2024-04-01,0.8,of which: public and common services (pct_gdp),PESA,2.037419634734293,0,1,16
2024-07-01,0.8,of which: public and common services (pct_gdp),PESA,2.175511409977395,0,1,17
2024-10-01,0.8,of which: public and common services (pct_gdp),PESA,2.318130784408796,0,1,18
2025-01-01,0.8,of which: public and common services (pct_gdp),PESA,2.4652777580284946,0,1,19
2025-04-01,0.8,of which: public and common services (pct_gdp),PESA,2.616952330836492,0,1,20
2025-07-01,0.8,of which: public and common services (pct_gdp),PESA,2.773154502832788,0,1,21
2025-10-01,0.8,of which: public and common services (pct_gdp),PESA,2.933884274017382,0,1,22
2026-01-01,0.8,of which: public and common services (pct_gdp),PESA,3.0991416443902744,0,1,23
2026-04-01,0.8,of which: public and common services (pct_gdp),PESA,3.2689266139514657,0,1,24
2007-04-01,19.3,of which: public and common services (real_gbp_bn),PESA,3.2689266139514657,0,0,0
2007-07-01,19.3,of which: public and common services (real_gbp_bn),PESA,3.0991416443902744,0,0,0
2007-10-01,19.3,of which: public and common services (real_gbp_bn),PESA,2.933884274017382,0,0,0
2008-01-01,19.3,of which: public and common services (real_gbp_bn),PESA,2.773154502832788,0,0,0
2008-04-01,20.9,of which: public and common services (real_gbp_bn),PESA,2.616952330836492,0,0,0
2008-07-01,20.9,of which: public and common services (real_gbp_bn),PESA,2.4652777580284946,0,0,0
2008-10-01,20.9,of which: public and common services (real_gbp_bn),PESA,2.318130784408796,0,0,0
2009-01-01,20.9,of which: public and common services (real_gbp_bn),PESA,2.175511409977395,0,0,0
2009-04-01,20.3,of which: public and common services (real_gbp_bn),PESA,2.037419634734293,0,0,0
2009-07-01,20.3,of which: public and common services (real_gbp_bn),PESA,1.9038554586794891,0,0,0
2009-10-01,20.3,of which: public and common services (real_gbp_bn),PESA,1.7748188818129842,0,0,0
2010-01-01,20.3,of which: public and common services (real_gbp_bn),PESA,1.6503099041347773,0,0,0
2010-04-01,18.5,of which: public and common services (real_gbp_bn),PESA,1.5303285256448689,0,0,0
2010-07-01,18.5,of which: public and common services (real_gbp_bn),PESA,1.414874746343259,0,0,0
2010-10-01,18.5,of which: public and common services (real_gbp_bn),PESA,1.3039485662299477,0,0,0
2011-01-01,18.5,of which: public and common services (real_gbp_bn),PESA,1.1975499853049345,0,0,0
2011-04-01,16.3,of which: public and common services (real_gbp_bn),PESA,1.0956790035682198,0,0,0
2011-07-01,16.3,of which: public and common services (real_gbp_bn),PESA,0.9983356210198036,0,0,0
2011-10-01,16.3,of which: public and common services (real_gbp_bn),PESA,0.9055198376596858,0,0,0
2012-01-01,16.3,of which: public and common services (real_gbp_bn),PESA,0.8172316534878664,0,0,0
2012-04-01,15.6,of which: public and common services (real_gbp_bn),PESA,0.7334710685043455,0,0,0
2012-07-01,15.6,of which: public and common services (real_gbp_bn),PESA,0.654238082709123,0,0,0
2012-10-01,15.6,of which: public and common services (real_gbp_bn),PESA,0.5795326961021989,0,0,0
2013-01-01,15.6,of which: public and common services (real_gbp_bn),PESA,0.5093549086835732,0,0,0
2013-04-01,15.3,of which: public and common services (real_gbp_bn),PESA,0.443704720453246,0,0,0
2013-07-01,15.3,of which: public and common services (real_gbp_bn),PESA,0.3825821314112172,0,0,0
2013-10-01,15.3,of which: public and common services (real_gbp_bn),PESA,0.3259871415574868,0,0,0
2014-01-01,15.3,of which: public and common services (real_gbp_bn),PESA,0.2739197508920549,0,0,0
2014-04-01,15.5,of which: public and common services (real_gbp_bn),PESA,0.2263799594149214,0,0,0
2014-07-01,15.5,of which: public and common services (real_gbp_bn),PESA,0.1833677671260863,0,0,0
2014-10-01,15.5,of which: public and common services (real_gbp_bn),PESA,0.1448831740255497,0,0,0
2015-01-01,15.5,of which: public and common services (real_gbp_bn),PESA,0.1109261801133115,0,0,0
2015-04-01,19.2,of which: public and common services (real_gbp_bn),PESA,0.0814967853893717,0,0,0
2015-07-01,19.2,of which: public and common services (real_gbp_bn),PESA,0.0565949898537303,0,0,0
2015-10-01,19.2,of which: public and common services (real_gbp_bn),PESA,0.0362207935063874,0,0,0
2016-01-01,19.2,of which: public and common services (real_gbp_bn),PESA,0.0203741963473429,0,0,0
2016-04-01,16.4,of which: public and common services (real_gbp_bn),PESA,0.0090551983765968,0,0,0
2016-07-01,16.4,of which: public and common services (real_gbp_bn),PESA,0.0022637995941492,0,0,0
2016-10-01,16.4,of which: public and common services (real_gbp_bn),PESA,0.0,0,0,0
2017-01-01,16.4,of which: public and common services (real_gbp_bn),PESA,0.0022637995941492,0,0,0
2017-04-01,16.0,of which: public and common services (real_gbp_bn),PESA,0.0090551983765968,0,0,0
2017-07-01,16.0,of which: public and common services (real_gbp_bn),PESA,0.0203741963473429,0,0,0
2017-10-01,16.0,of which: public and common services (real_gbp_bn),PESA,0.0362207935063874,0,0,0
2018-01-01,16.0,of which: public and common services (real_gbp_bn),PESA,0.0565949898537303,0,0,0
2018-04-01,16.1,of which: public and common services (real_gbp_bn),PESA,0.0814967853893717,0,0,0
2018-07-01,16.1,of which: public and common services (real_gbp_bn),PESA,0.1109261801133115,0,0,0
2018-10-01,16.1,of which: public and common services (real_gbp_bn),PESA,0.1448831740255497,0,0,0
2019-01-01,16.1,of which: public and common services (real_gbp_bn),PESA,0.1833677671260863,0,0,0
2019-04-01,17.7,of which: public and common services (real_gbp_bn),PESA,0.2263799594149214,0,0,0
2019-07-01,17.7,of which: public and common services (real_gbp_bn),PESA,0.2739197508920549,0,0,0
2019-10-01,17.7,of which: public and common services (real_gbp_bn),PESA,0.3259871415574868,0,0,0
2020-01-01,17.7,of which: public and common services (real_gbp_bn),PESA,0.3825821314112172,1,0,0
2020-04-01,21.6,of which: public and common services (real_gbp_bn),PESA,0.443704720453246,1,1,0
2020-07-01,21.6,of which: public and common services (real_gbp_bn),PESA,0.5093549086835732,1,1,1
2020-10-01,21.6,of which: public and common services (real_gbp_bn),PESA,0.5795326961021989,1,1,2
2021-01-01,21.6,of which: public and common services (real_gbp_bn),PESA,0.654238082709123,1,1,3
2021-04-01,33.1,of which: public and common services (real_gbp_bn),PESA,0.7334710685043455,0,1,4
2021-07-01,33.1,of which: public and common services (real_gbp_bn),PESA,0.8172316534878664,0,1,5
2021-10-01,33.1,of which: public and common services (real_gbp_bn),PESA,0.9055198376596858,0,1,6
2022-01-01,33.1,of which: public and common services (real_gbp_bn),PESA,0.9983356210198036,0,1,7
2022-04-01,30.0,of which: public and common services (real_gbp_bn),PESA,1.0956790035682198,0,1,8
2022-07-01,30.0,of which: public and common services (real_gbp_bn),PESA,1.1975499853049345,0,1,9
2022-10-01,30.0,of which: public and common services (real_gbp_bn),PESA,1.3039485662299477,0,1,10
2023-01-01,30.0,of which: public and common services (real_gbp_bn),PESA,1.414874746343259,0,1,11
2023-04-01,27.1,of which: public and common services (real_gbp_bn),PESA,1.5303285256448689,0,1,12
2023-07-01,27.1,of which: public and common services (real_gbp_bn),PESA,1.6503099041347773,0,1,13
2023-10-01,27.1,of which: public and common services (real_gbp_bn),PESA,1.7748188818129842,0,1,14
2024-01-01,27.1,of which: public and common services (real_gbp_bn),PESA,1.9038554586794891,0,1,15
2024-04-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.037419634734293,0,1,16
2024-07-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.175511409977395,0,1,17
2024-10-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.318130784408796,0,1,18
2025-01-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.4652777580284946,0,1,19
2025-04-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.616952330836492,0,1,20
2025-07-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.773154502832788,0,1,21
2025-10-01,22.3,of which: public and common services (real_gbp_bn),PESA,2.933884274017382,0,1,22
2026-01-01,22.3,of which: public and common services (real_gbp_bn),PESA,3.0991416443902744,0,1,23
2026-04-01,22.3,of which: public and common services (real_gbp_bn),PESA,3.2689266139514657,0,1,24
2007-04-01,46.4,of which: public sector debt interest (nominal_gbp_bn),PESA,3.2689266139514657,0,0,0
2007-07-01,46.4,of which: public sector debt interest (nominal_gbp_bn),PESA,3.0991416443902744,0,0,0
2007-10-01,46.4,of which: public sector debt interest (nominal_gbp_bn),PESA,2.933884274017382,0,0,0
2008-01-01,46.4,of which: public sector debt interest (nominal_gbp_bn),PESA,2.773154502832788,0,0,0
2008-04-01,49.0,of which: public sector debt interest (nominal_gbp_bn),PESA,2.616952330836492,0,0,0
2008-07-01,49.0,of which: public sector debt interest (nominal_gbp_bn),PESA,2.4652777580284946,0,0,0
2008-10-01,49.0,of which: public sector debt interest (nominal_gbp_bn),PESA,2.318130784408796,0,0,0
2009-01-01,49.0,of which: public sector debt interest (nominal_gbp_bn),PESA,2.175511409977395,0,0,0
2009-04-01,44.3,of which: public sector debt interest (nominal_gbp_bn),PESA,2.037419634734293,0,0,0
2009-07-01,44.3,of which: public sector debt interest (nominal_gbp_bn),PESA,1.9038554586794891,0,0,0
2009-10-01,44.3,of which: public sector debt interest (nominal_gbp_bn),PESA,1.7748188818129842,0,0,0
2010-01-01,44.3,of which: public sector debt interest (nominal_gbp_bn),PESA,1.6503099041347773,0,0,0
2010-04-01,57.4,of which: public sector debt interest (nominal_gbp_bn),PESA,1.5303285256448689,0,0,0
2010-07-01,57.4,of which: public sector debt interest (nominal_gbp_bn),PESA,1.414874746343259,0,0,0
2010-10-01,57.4,of which: public sector debt interest (nominal_gbp_bn),PESA,1.3039485662299477,0,0,0
2011-01-01,57.4,of which: public sector debt interest (nominal_gbp_bn),PESA,1.1975499853049345,0,0,0
2011-04-01,60.1,of which: public sector debt interest (nominal_gbp_bn),PESA,1.0956790035682198,0,0,0
2011-07-01,60.1,of which: public sector debt interest (nominal_gbp_bn),PESA,0.9983356210198036,0,0,0
2011-10-01,60.1,of which: public sector debt interest (nominal_gbp_bn),PESA,0.9055198376596858,0,0,0
2012-01-01,60.1,of which: public sector debt interest (nominal_gbp_bn),PESA,0.8172316534878664,0,0,0
2012-04-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.7334710685043455,0,0,0
2012-07-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.654238082709123,0,0,0
2012-10-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.5795326961021989,0,0,0
2013-01-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.5093549086835732,0,0,0
2013-04-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.443704720453246,0,0,0
2013-07-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.3825821314112172,0,0,0
2013-10-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.3259871415574868,0,0,0
2014-01-01,55.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.2739197508920549,0,0,0
2014-04-01,53.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.2263799594149214,0,0,0
2014-07-01,53.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1833677671260863,0,0,0
2014-10-01,53.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1448831740255497,0,0,0
2015-01-01,53.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1109261801133115,0,0,0
2015-04-01,54.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0814967853893717,0,0,0
2015-07-01,54.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0565949898537303,0,0,0
2015-10-01,54.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0362207935063874,0,0,0
2016-01-01,54.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0203741963473429,0,0,0
2016-04-01,56.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0090551983765968,0,0,0
2016-07-01,56.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0022637995941492,0,0,0
2016-10-01,56.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0,0,0,0
2017-01-01,56.9,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0022637995941492,0,0,0
2017-04-01,61.6,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0090551983765968,0,0,0
2017-07-01,61.6,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0203741963473429,0,0,0
2017-10-01,61.6,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0362207935063874,0,0,0
2018-01-01,61.6,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0565949898537303,0,0,0
2018-04-01,56.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.0814967853893717,0,0,0
2018-07-01,56.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1109261801133115,0,0,0
2018-10-01,56.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1448831740255497,0,0,0
2019-01-01,56.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.1833677671260863,0,0,0
2019-04-01,55.2,of which: public sector debt interest (nominal_gbp_bn),PESA,0.2263799594149214,0,0,0
2019-07-01,55.2,of which: public sector debt interest (nominal_gbp_bn),PESA,0.2739197508920549,0,0,0
2019-10-01,55.2,of which: public sector debt interest (nominal_gbp_bn),PESA,0.3259871415574868,0,0,0
2020-01-01,55.2,of which: public sector debt interest (nominal_gbp_bn),PESA,0.3825821314112172,1,0,0
2020-04-01,42.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.443704720453246,1,1,0
2020-07-01,42.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.5093549086835732,1,1,1
2020-10-01,42.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.5795326961021989,1,1,2
2021-01-01,42.3,of which: public sector debt interest (nominal_gbp_bn),PESA,0.654238082709123,1,1,3
2021-04-01,72.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.7334710685043455,0,1,4
2021-07-01,72.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.8172316534878664,0,1,5
2021-10-01,72.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.9055198376596858,0,1,6
2022-01-01,72.7,of which: public sector debt interest (nominal_gbp_bn),PESA,0.9983356210198036,0,1,7
2022-04-01,130.2,of which: public sector debt interest (nominal_gbp_bn),PESA,1.0956790035682198,0,1,8
2022-07-01,130.2,of which: public sector debt interest (nominal_gbp_bn),PESA,1.1975499853049345,0,1,9
2022-10-01,130.2,of which: public sector debt interest (nominal_gbp_bn),PESA,1.3039485662299477,0,1,10
2023-01-01,130.2,of which: public sector debt interest (nominal_gbp_bn),PESA,1.414874746343259,0,1,11
2023-04-01,126.6,of which: public sector debt interest (nominal_gbp_bn),PESA,1.5303285256448689,0,1,12
2023-07-01,126.6,of which: public sector debt interest (nominal_gbp_bn),PESA,1.6503099041347773,0,1,13
2023-10-01,126.6,of which: public sector debt interest (nominal_gbp_bn),PESA,1.7748188818129842,0,1,14
2024-01-01,126.6,of which: public sector debt interest (nominal_gbp_bn),PESA,1.9038554586794891,0,1,15
2024-04-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.037419634734293,0,1,16
2024-07-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.175511409977395,0,1,17
2024-10-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.318130784408796,0,1,18
2025-01-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.4652777580284946,0,1,19
2025-04-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.616952330836492,0,1,20
2025-07-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.773154502832788,0,1,21
2025-10-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,2.933884274017382,0,1,22
2026-01-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,3.0991416443902744,0,1,23
2026-04-01,124.7,of which: public sector debt interest (nominal_gbp_bn),PESA,3.2689266139514657,0,1,24
2007-04-01,3.0,of which: public sector debt interest (pct_gdp),PESA,3.2689266139514657,0,0,0
2007-07-01,3.0,of which: public sector debt interest (pct_gdp),PESA,3.0991416443902744,0,0,0
2007-10-01,3.0,of which: public sector debt interest (pct_gdp),PESA,2.933884274017382,0,0,0
2008-01-01,3.0,of which: public sector debt interest (pct_gdp),PESA,2.773154502832788,0,0,0
2008-04-01,3.1,of which: public sector debt interest (pct_gdp),PESA,2.616952330836492,0,0,0
2008-07-01,3.1,of which: public sector debt interest (pct_gdp),PESA,2.4652777580284946,0,0,0
2008-10-01,3.1,of which: public sector debt interest (pct_gdp),PESA,2.318130784408796,0,0,0
2009-01-01,3.1,of which: public sector debt interest (pct_gdp),PESA,2.175511409977395,0,0,0
2009-04-01,2.8,of which: public sector debt interest (pct_gdp),PESA,2.037419634734293,0,0,0
2009-07-01,2.8,of which: public sector debt interest (pct_gdp),PESA,1.9038554586794891,0,0,0
2009-10-01,2.8,of which: public sector debt interest (pct_gdp),PESA,1.7748188818129842,0,0,0
2010-01-01,2.8,of which: public sector debt interest (pct_gdp),PESA,1.6503099041347773,0,0,0
2010-04-01,3.5,of which: public sector debt interest (pct_gdp),PESA,1.5303285256448689,0,0,0
2010-07-01,3.5,of which: public sector debt interest (pct_gdp),PESA,1.414874746343259,0,0,0
2010-10-01,3.5,of which: public sector debt interest (pct_gdp),PESA,1.3039485662299477,0,0,0
2011-01-01,3.5,of which: public sector debt interest (pct_gdp),PESA,1.1975499853049345,0,0,0
2011-04-01,3.6,of which: public sector debt interest (pct_gdp),PESA,1.0956790035682198,0,0,0
2011-07-01,3.6,of which: public sector debt interest (pct_gdp),PESA,0.9983356210198036,0,0,0
2011-10-01,3.6,of which: public sector debt interest (pct_gdp),PESA,0.9055198376596858,0,0,0
2012-01-01,3.6,of which: public sector debt interest (pct_gdp),PESA,0.8172316534878664,0,0,0
2012-04-01,3.2,of which: public sector debt interest (pct_gdp),PESA,0.7334710685043455,0,0,0
2012-07-01,3.2,of which: public sector debt interest (pct_gdp),PESA,0.654238082709123,0,0,0
2012-10-01,3.2,of which: public sector debt interest (pct_gdp),PESA,0.5795326961021989,0,0,0
2013-01-01,3.2,of which: public sector debt interest (pct_gdp),PESA,0.5093549086835732,0,0,0
2013-04-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.443704720453246,0,0,0
2013-07-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.3825821314112172,0,0,0
2013-10-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.3259871415574868,0,0,0
2014-01-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.2739197508920549,0,0,0
2014-04-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.2263799594149214,0,0,0
2014-07-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.1833677671260863,0,0,0
2014-10-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.1448831740255497,0,0,0
2015-01-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.1109261801133115,0,0,0
2015-04-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0814967853893717,0,0,0
2015-07-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0565949898537303,0,0,0
2015-10-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0362207935063874,0,0,0
2016-01-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0203741963473429,0,0,0
2016-04-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0090551983765968,0,0,0
2016-07-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0022637995941492,0,0,0
2016-10-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0,0,0,0
2017-01-01,2.8,of which: public sector debt interest (pct_gdp),PESA,0.0022637995941492,0,0,0
2017-04-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.0090551983765968,0,0,0
2017-07-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.0203741963473429,0,0,0
2017-10-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.0362207935063874,0,0,0
2018-01-01,2.9,of which: public sector debt interest (pct_gdp),PESA,0.0565949898537303,0,0,0
2018-04-01,2.6,of which: public sector debt interest (pct_gdp),PESA,0.0814967853893717,0,0,0
2018-07-01,2.6,of which: public sector debt interest (pct_gdp),PESA,0.1109261801133115,0,0,0
2018-10-01,2.6,of which: public sector debt interest (pct_gdp),PESA,0.1448831740255497,0,0,0
2019-01-01,2.6,of which: public sector debt interest (pct_gdp),PESA,0.1833677671260863,0,0,0
2019-04-01,2.5,of which: public sector debt interest (pct_gdp),PESA,0.2263799594149214,0,0,0
2019-07-01,2.5,of which: public sector debt interest (pct_gdp),PESA,0.2739197508920549,0,0,0
2019-10-01,2.5,of which: public sector debt interest (pct_gdp),PESA,0.3259871415574868,0,0,0
2020-01-01,2.5,of which: public sector debt interest (pct_gdp),PESA,0.3825821314112172,1,0,0
2020-04-01,2.0,of which: public sector debt interest (pct_gdp),PESA,0.443704720453246,1,1,0
2020-07-01,2.0,of which: public sector debt interest (pct_gdp),PESA,0.5093549086835732,1,1,1
2020-10-01,2.0,of which: public sector debt interest (pct_gdp),PESA,0.5795326961021989,1,1,2
2021-01-01,2.0,of which: public sector debt interest (pct_gdp),PESA,0.654238082709123,1,1,3
2021-04-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.7334710685043455,0,1,4
2021-07-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.8172316534878664,0,1,5
2021-10-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.9055198376596858,0,1,6
2022-01-01,3.1,of which: public sector debt interest (pct_gdp),PESA,0.9983356210198036,0,1,7
2022-04-01,5.0,of which: public sector debt interest (pct_gdp),PESA,1.0956790035682198,0,1,8
2022-07-01,5.0,of which: public sector debt interest (pct_gdp),PESA,1.1975499853049345,0,1,9
2022-10-01,5.0,of which: public sector debt interest (pct_gdp),PESA,1.3039485662299477,0,1,10
2023-01-01,5.0,of which: public sector debt interest (pct_gdp),PESA,1.414874746343259,0,1,11
2023-04-01,4.6,of which: public sector debt interest (pct_gdp),PESA,1.5303285256448689,0,1,12
2023-07-01,4.6,of which: public sector debt interest (pct_gdp),PESA,1.6503099041347773,0,1,13
2023-10-01,4.6,of which: public sector debt interest (pct_gdp),PESA,1.7748188818129842,0,1,14
2024-01-01,4.6,of which: public sector debt interest (pct_gdp),PESA,1.9038554586794891,0,1,15
2024-04-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.037419634734293,0,1,16
2024-07-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.175511409977395,0,1,17
2024-10-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.318130784408796,0,1,18
2025-01-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.4652777580284946,0,1,19
2025-04-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.616952330836492,0,1,20
2025-07-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.773154502832788,0,1,21
2025-10-01,4.3,of which: public sector debt interest (pct_gdp),PESA,2.933884274017382,0,1,22
2026-01-01,4.3,of which: public sector debt interest (pct_gdp),PESA,3.0991416443902744,0,1,23
2026-04-01,4.3,of which: public sector debt interest (pct_gdp),PESA,3.2689266139514657,0,1,24
2007-04-01,71.7,of which: public sector debt interest (real_gbp_bn),PESA,3.2689266139514657,0,0,0
2007-07-01,71.7,of which: public sector debt interest (real_gbp_bn),PESA,3.0991416443902744,0,0,0
